,site_code,Taxon,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,rootDiam.mm,SRL.groot.cahill.merge,RTD.groot.cahill.merge,RMF.g.g,local_lifespan,local_lifeform,functional_group,
641,credom.au,MAIREANA CARNOSA,0.5,NA,0.3,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
642,credom.au,MAIREANA SEDIFOLIA,-0.08333333,39.14135,1.3,NA,4.952222222,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
643,credoj.au,MAIREANA SEDIFOLIA,-2.45,39.14135,1.3,NA,4.952222222,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
644,credoj.au,MAIREANA TRICHOPTERA,0,32.59453719,0.41675,NA,4.455730202,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,"leafN, SLA from CoRRE"
645,credom.au,MAIREANA TRICHOPTERA,0,32.59453719,0.41675,NA,4.455730202,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,"leafN, SLA from CoRRE"
646,nnss.us,MALACOTHRIX GLABRATA,-0.395975803,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
647,cobar.au,MEDICAGO LACINIATA,-4,34.70479267,0.05,NA,23.68,0.048,NA,NA,NA,NA,ANNUAL,FORB,LEGUME,leafN CoRRE
648,esw.ca,MEDICAGO LUPULINA,-0.5,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,BOTH,LEGUME,LEGUME,
649,marcdrt.ar,MEDICAGO LUPULINA,-1,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,BIENNIAL,FORB,LEGUME,
650,elvadrt.ee,MEDICAGO LUPULINA,-1.000000003,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,PERENNIAL,LEGUME,LEGUME,
651,allmendb.ch,MEDICAGO LUPULINA,-0.75,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,BIENNIAL,FORB,LEGUME,
652,credom.au,MEDICAGO MINIMA,-3.75,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,ANNUAL,FORB,LEGUME,
653,credoj.au,MEDICAGO MINIMA,-7.833333333,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,ANNUAL,FORB,LEGUME,
654,kiskun.hu,MEDICAGO MINIMA,-0.08,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,ANNUAL,FORB,LEGUME,
655,scruzl.us,MEDICAGO POLYMORPHA,6.9,40.93,0.49192,NA,24.3570477,0.3048,NA,271.4317854,NA,0.3125,ANNUAL,FORB,LEGUME,
656,scruzm.us,MEDICAGO POLYMORPHA,6.9,40.93,0.49192,NA,24.3570477,0.3048,NA,271.4317854,NA,0.3125,ANNUAL,FORB,LEGUME,
657,cowidrt.ca,MELICA SUBULATA,-0.5,NA,1.00584,NA,NA,0.3048,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
658,falls.au,MELICYTUS DENTATUS,-0.5,12.7811,3,NA,25.06241344,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
659,marcdrt.ar,MELILOTUS OFFICINALIS,8,43.985,0.493,10.4,27.09343963,1.16,0.29,37.95643063,0.380689176,0.285,BIENNIAL,FORB,LEGUME,
660,nnss.us,MENTZELIA ASPERA,-2.872089651,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
661,jilpanger.au,MICROSERIS SCAPIGERA,0,24.38831466,0.403333333,NA,35.23,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
662,jilpanger.au,MILLOTIA MUELLERI,-0.166666667,NA,0.02,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
663,jilpanger.au,MILLOTIA TENUIFOLIA,-0.166666667,22.46250933,0.09875,NA,36.25338489,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
664,kiskun.hu,MINUARTIA GLOMERATA,-1.38,NA,0.15,NA,11.1936,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
665,milparinka.au,MINURIA DENTICULATA,0,18.34164626,0.15,NA,10.12839779,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
666,lygraint.no,MOLINIA CAERULEA,5,19.7245873,0.699125,8.366751778,18.72981174,0.8,0.269333333,56.8752851,NA,0.41125,PERENNIAL,GRASS,GRASS,
667,lygraold.no,MOLINIA CAERULEA,-6.5,19.7245873,0.699125,8.366751778,18.72981174,0.8,0.269333333,56.8752851,NA,0.41125,PERENNIAL,GRASS,GRASS,
668,cedartrait.us,MONARDA FISTULOSA,-2,11.29051118,0.662,17.87547,16.99988269,0.1016,0.28925,32.46391317,0.1508955,0.411046263,PERENNIAL,FORB,FORB,
669,capmcd.us,MONOLEPIS NUTTALLIANA,0,NA,0.24384,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
670,nnss.us,MONOPTILON BELLIDIFORME,0.17086955,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
671,capwhite.us,MONOPTILON BELLIOIDES,0,NA,0.02,NA,NA,0.07,NA,NA,NA,NA,ANNUAL,FORB,FORB,
672,cowidrt.ca,MONTIA LINEARIS,1.75,17.5,0.409,NA,13.3,NA,0.41,NA,NA,NA,ANNUAL,FORB,FORB,
673,sand.us,MORELLA CERIFERA,5,17.7,5.823692308,12.65043574,16.30496347,0.508,0.313333333,42.07931829,0.136588343,NA,PERENNIAL,SHRUB,WOODY,
674,sevblack.us,MUHLENBERGIA ARENICOLA,-2.75,NA,NA,NA,14.31621017,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
675,cowidrt.ca,MYOSOTIS DISCOLOR,0.5,18.56617735,0.25375,NA,32.07333333,NA,0.846666667,NA,NA,NA,BOTH,FORB,FORB,leafN CoRRE
676,nnss.us,NAMA ARETIOIDES,-0.861837627,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
677,paike.ar,NARDOPHYLLUM BRYOIDES,0,7.7,0.09,4.333333333,17.52755557,NA,NA,NA,NA,0.209398118,PERENNIAL,SHRUB,WOODY,SLA from CoRRE
678,paike.ar,NASSAUVIA ACULEATA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
679,paike.ar,NASSAUVIA DARWINII,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
680,chacra.ar,NASSELLA LONGIGLUMIS,-28.33333333,35.04,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
681,naposta.ar,NASSELLA NEESIANA,-2.5,31.68649055,0.5335,NA,16,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
682,spvdrt.ar,NASSELLA TENUIS,1.333333333,NA,NA,NA,NA,0.5,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
683,chacra.ar,NASSELLA TENUIS,8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
684,naposta.ar,NASSELLA TRICHOTOMA,-1.66666667,25.33509449,0.4665,NA,11.2973124,NA,0.776666667,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
685,matador.ca,NASSELLA VIRIDULA,-0.666666663,34.2,0.359625,5.933333333,10.24538572,0.3556,0.23675,16.53035729,0.517363388,NA,PERENNIAL,GRASS,GRASS,
686,kernnu.ca,NASSELLA VIRIDULA,-1,34.2,0.359625,5.933333333,10.24538572,0.3556,0.23675,16.53035729,0.517363388,NA,PERENNIAL,GRAMINOID,GRASS,
687,oreaa.us,NAVARRETIA INTERTEXTA SSP. PROPINQUA,-0.333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
688,jilpanger.au,NEURACHNE ALOPECUROIDEA,4.833333333,18.42551764,0.278687254,NA,7.679299731,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
689,oreaa.us,NOTHOCALAIS TROXIMOIDES,-0.666666667,23.15855907,0.358039593,NA,18.44311251,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
690,spvdrt.ar,NOTICASTRUM SERICEUM,3,30.175,0.349681927,NA,36.99,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,height from CoRRE
691,cdpt_drt.us,OPUNTIA POLYACANTHA,0.9,22.43336866,0.6096,NA,33.73367447,0.3048,NA,NA,NA,NA,PERENNIAL,SUCCULENT,FORB,"leafN, SLA from CoRRE"
692,nplatte.us,OPUNTIA POLYACANTHA,55,22.43336866,0.6096,NA,33.73367447,0.3048,NA,NA,NA,NA,PERENNIAL,SUCCULENT,FORB,"leafN, SLA from CoRRE"
693,passogavia.it,OREOCHLOA DISTICHA,-0.475,21.62445,0.115,NA,9.2,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
694,kernb.ca,ORTHOCARPUS LUTEUS,0,24.7166347,0.24,11.9,19.9635464,0.254,0.2062,79.3180354,0.333333333,NA,ANNUAL,FORB,FORB,leafN CoRRE
695,hard.us,ORTHOCARPUS TOLMIEI,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
696,capwhite.us,OTTLEYA STRIGOSA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,LEGUME,
697,capmcd.us,OTTLEYA STRIGOSA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,LEGUME,LEGUME,
698,paike.ar,OXALIS ENNEAPHYLLA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
699,konzadrt.us,OXALIS STRICTA,-0.6,36.94,0.4,NA,57.7,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
700,nnss.us,OXYTHECA PERFOLIATA,-0.559043739,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
701,oreaa.us,PACKERA CANA,9.5,2.689516025,0.4572,NA,9.38342867,0.3048,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
702,cedarsav.us,PANICUM ACUMINATUM,2.2,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,0.264243,NA,PERENNIAL,GRASS,GRASS,
703,sand.us,PANICUM ACUMINATUM,1,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,0.264243,NA,PERENNIAL,GRASS,GRASS,
704,konzadrt.us,PANICUM CAPILLARE,-7.5,11.76,0.43545,NA,29.51225237,0.62,0.1917,218,0.15619875,0.409817185,ANNUAL,GRASS,GRASS,
705,sand.us,PANICUM COMMUTATUM,4.999999997,NA,1.49352,NA,NA,0.1016,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
706,cedarsav.us,PANICUM OLIGOSANTHES,-4.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
707,cedartrait.us,PANICUM OLIGOSANTHES,0.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
708,cedarsav.us,PANICUM PERLONGUM,0,15.03307692,0.19,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
709,spvdrt.ar,PANICUM URVILLEANUM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
710,cedartrait.us,PANICUM VIRGATUM,3,16.506,0.4675,7.8,29.18,0.075,0.390525,NA,0.232033,0.296204426,PERENNIAL,GRASS,GRASS,
711,naposta.ar,PAPPOPHORUM CAESPITOSUM,5,20.7,0.42,NA,10.705,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
712,cerrillos.ar,PAPPOPHORUM KRAPOVICKASII,3.126666663,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
713,chacra.ar,PAPPOPHORUM MUCRONULATUM,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
714,spvdrt.ar,PAPPOSTIPA SPECIOSA,0.833333333,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
715,sand.us,PARTHENIUM INTEGRIFOLIUM,-15,NA,0.702,NA,13.51425987,1.8,NA,NA,NA,0.33,PERENNIAL,FORB,FORB,
716,matador.ca,PASCOPYRUM SMITHII,-1.666666668,26.7742,0.3225,8.191666667,18.14,1.703333333,0.5478,48.8474242,0.3298444,0.3941423,PERENNIAL,GRASS,GRASS,
717,credom.au,PASPALIDIUM CLEMENTII,0,6.25,0.307142857,NA,NA,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
718,sclaudio.ar,PASPALUM DILATATUM,1,16.40963333,0.4722,8.133333333,16.30478023,0.1524,0.59,18.37,0.135549114,NA,PERENNIAL,GRASS,GRASS,
719,naposta.ar,PAVONIA CYMBALARIA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
720,gmgranite.us,PECTOCARYA HETEROCARPA,0.228571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
721,capwhite.us,PECTOCARYA HETEROCARPA,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
722,gmmolar.us,PECTOCARYA HETEROCARPA,2.692857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
723,gmgranite.us,PECTOCARYA PLATYCARPA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
724,gmmolar.us,PECTOCARYA PLATYCARPA,0.516666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
725,capwhite.us,PECTOCARYA PLATYCARPA,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
726,gmgranite.us,PECTOCARYA RECURVATA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
727,capmcd.us,PECTOCARYA RECURVATA,-2.357142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
728,capwhite.us,PECTOCARYA RECURVATA,-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
729,gmmolar.us,PECTOCARYA RECURVATA,1.342857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
730,nnss.us,PECTOCARYA RECURVATA,-0.13814855,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
731,gmmolar.us,PECTOCARYA SETOSA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
732,lygraint.no,PEDICULARIS SYLVATICA,2,38.59,0.161666667,24.01,11.55,NA,NA,NA,NA,NA,BOTH,FORB,FORB,
733,jilpanger.au,PELARGONIUM RODNEYANUM,0,16.72536107,0.26956,NA,16.37030108,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
734,ukulingadrt.za,PENTANISIA ANGUSTIFOLIA,-7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
735,jilpanger.au,PENTASCHISTIS AIROIDES,0,NA,0.17,NA,29.666,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
736,paike.ar,PEREZIA RECURVATA,0,23.04913923,0.33348304,NA,18.39328887,0.35,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
737,oreaa.us,PERIDERIDIA OREGANA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
738,oreac.us,PERIDERIDIA OREGANA,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
739,passogavia.it,PERSICARIA VIVIPARA,0.055,31.74810336,0.147141905,NA,14.50269948,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
740,cedartrait.us,PETALOSTEMON CANDIDUS,0.125,NA,0.544,NA,NA,1.7018,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
741,cedartrait.us,PETALOSTEMON PURPUREUS,0.288888889,NA,0.688,NA,NA,1.9812,NA,NA,0.24,NA,PERENNIAL,FORB,LEGUME,
742,teshio.jp,PHALARIS ARUNDINACEA,17.5,27.74442667,1.75,NA,22.25680168,0.3556,0.252341667,66.90374665,0.181670595,0.473860399,PERENNIAL,GRASS,GRASS,
743,falls.au,PHEBALIUM SQUAMULOSUM,0.5,17.6,1.375,NA,4.958314675,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
744,jrnchi.us,PHEMERANTHUS AURANTIACUS,-0.0683054,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
745,oreaa.us,PHLOX HOODII,-1,23.26666667,0.02825,11.8,13.95070877,0.54,0.2647,107.0545926,0.180454545,NA,PERENNIAL,FORB,FORB,
746,cmss.us,PHLOX MULTIFLORA,3.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
747,teshio.jp,PHRAGMITES AUSTRALIS,-8.5,32.70171952,1.800047619,13.1,15.86350939,0.508,0.18602,322.7959115,0.126872908,0.404672131,PERENNIAL,GRASS,GRASS,
748,marcdrt.ar,PHYLA NODIFLORA,7,21.11992551,0.06096,NA,17.87653259,0.1524,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
749,jrnchi.us,PHYSALIS HEDERIFOLIA,-0.09041932,19.19,NA,NA,20.70393375,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
750,capwhite.us,PHYSARIA GORDONII,-2.266666667,32.66386539,0.209130004,NA,13.46755389,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
751,passogavia.it,PHYTEUMA HEMISPHAERICUM,0.2,27.40168667,0.1,NA,21.3,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
752,kranz.de,PICEA ABIES,0,13.01773524,32.57365602,8.231665,6.351365518,0.7112,0.727774529,16.43077549,0.318839542,0.298541188,PERENNIAL,TREE,WOODY,
753,baddrt.de,PICRIS HIERACIOIDES,-4.5,24.11,0.157,12.13,18.58,1.23,0.45557832,193.765,0.118,0.554,PERENNIAL,FORB,FORB,
754,falls.au,PIMELEA ALPINA,0.500000001,8.225818182,0.2125,NA,10.4341508,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
755,jilpanger.au,PIMELEA HUMILIS,-4.5,20.05859015,0.359571429,NA,22.44,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,leafN CoRRE
756,allmendo.ch,PIMPINELLA SAXIFRAGA,-0.499999999,21.22166667,0.445,3.322678571,20.92174997,2.42685,0.228622222,149.6596103,0.315348446,0.328183381,PERENNIAL,FORB,FORB,
757,allmendb.ch,PIMPINELLA SAXIFRAGA,1.416666667,21.22166667,0.445,3.322678571,20.92174997,2.42685,0.228622222,149.6596103,0.315348446,0.328183381,PERENNIAL,FORB,FORB,
758,sand.us,PINUS PALUSTRIS,-3,10.6,23.39466667,8.497036038,4.039679771,1.016,0.71,13.76,NA,0.465,PERENNIAL,TREE,WOODY,
759,sand.us,PITYOPSIS ASPERA,6.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
760,gmmolar.us,PLAGIOBOTHRYS ARIZONICUS,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
761,gmgranite.us,PLAGIOBOTHRYS ARIZONICUS,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
762,falls.au,PLANTAGO EURYPHYLLA,0.5,45.18531954,0.03,39.26273667,15.9845175,NA,NA,NA,NA,0.199398129,PERENNIAL,FORB,FORB,
763,allmendo.ch,PLANTAGO LANCEOLATA,0.166666667,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,PERENNIAL,FORB,FORB,
764,allmendb.ch,PLANTAGO LANCEOLATA,0.625,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,PERENNIAL,FORB,FORB,
765,yarradrt.au,PLANTAGO LANCEOLATA,-0.3,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,PERENNIAL,FORB,FORB,
766,scruzh.us,PLANTAGO LANCEOLATA,9.91114287,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,ANNUAL,FORB,FORB,
767,rhijn.nl,PLANTAGO LANCEOLATA,0.666666667,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,PERENNIAL,FORB,FORB,
768,baddrt.de,PLANTAGO LANCEOLATA,0.25,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,PERENNIAL,FORB,FORB,
769,marcdrt.ar,PLANTAGO MYOSUROS,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
770,capmcd.us,PLANTAGO OVATA,14.58333333,28.37307756,0.025453488,NA,9.571325,0.115,NA,NA,NA,NA,ANNUAL,FORB,FORB,
771,capwhite.us,PLANTAGO OVATA,-6.357142857,28.37307756,0.025453488,NA,9.571325,0.115,NA,NA,NA,NA,ANNUAL,FORB,FORB,
772,capmcd.us,PLANTAGO PATAGONICA,3.25,16.75319,0.1524,NA,14.71704147,0.1524,0.173233333,171.778132,0.406666667,NA,ANNUAL,FORB,FORB,
773,capwhite.us,PLANTAGO PATAGONICA,-0.369047619,16.75319,0.1524,NA,14.71704147,0.1524,0.173233333,171.778132,0.406666667,NA,ANNUAL,FORB,FORB,
774,spvdrt.ar,PLANTAGO PATAGONICA,-1,16.75319,0.1524,NA,14.71704147,0.1524,0.173233333,171.778132,0.406666667,NA,ANNUAL,FORB,FORB,
775,nplatte.us,PLANTAGO PATAGONICA,0,16.75319,0.1524,NA,14.71704147,0.1524,0.173233333,171.778132,0.406666667,NA,ANNUAL,FORB,FORB,
776,passogavia.it,POA ALPINA,-1.342,12.96916667,0.298831111,0.38,18.26211403,0.254,0.8,248.1,NA,0.313259362,PERENNIAL,GRASS,GRASS,
777,elvadrt.ee,POA ANGUSTIFOLIA,0.5,12.95,0.48,NA,20.11666667,NA,0.113446154,657.7263061,0.316453559,0.701897019,PERENNIAL,GRASS,GRASS,
778,esw.ca,POA COMPRESSA,-2.5,16.9,0.10875,8.044205308,43.86,0.254,0.5316,54.78892979,NA,0.391862314,PERENNIAL,GRASS,GRASS,
779,cmss.us,POA CUSICKII,0,17.35166667,0.221,NA,10.34708317,NA,0.1684,36.52786592,0.35709192,NA,PERENNIAL,GRASS,GRASS,
780,falls.au,POA HIEMATA,1.00E-08,13.7803809,0.454333333,NA,3.355310321,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
781,marcdrt.ar,POA LANIGERA,-6.666666667,NA,NA,NA,24,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
782,spvdrt.ar,POA LANUGINOSA,0,7.1,0.092,NA,17.22307449,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,SLA from CoRRE
783,chacra.ar,POA LIGULARIS,-1.666666667,11,1.2,10.4,6.944926731,0.7,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
784,kernnu.ca,POA PRATENSIS,-5.5,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRAMINOID,GRASS,
785,cowidrt.ca,POA PRATENSIS,2.8,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRASS,GRASS,
786,cedartrait.us,POA PRATENSIS,-1.613888889,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRASS,GRASS,
787,rhijn.nl,POA PRATENSIS,1,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRASS,GRASS,
788,kernb.ca,POA PRATENSIS,-9.58333334,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRAMINOID,GRASS,
789,cedarsav.us,POA PRATENSIS,-0.342857143,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRASS,GRASS,
790,brookdale.ca,POA PRATENSIS,4.7,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,PERENNIAL,GRASS,GRASS,
791,oreac.us,POA SECUNDA,9.5,16.12,0.42672,8.666666667,14.77820838,0.254,0.54,185.3795099,0.360570292,NA,PERENNIAL,GRASS,GRASS,
792,nplatte.us,POA SECUNDA,-11,16.12,0.42672,8.666666667,14.77820838,0.254,0.54,185.3795099,0.360570292,NA,PERENNIAL,GRASS,GRASS,
793,octc.us,POA SECUNDA,2.55874975,16.12,0.42672,8.666666667,14.77820838,0.254,0.54,185.3795099,0.360570292,NA,PERENNIAL,GRASS,GRASS,
794,paike.ar,POA SPICIFORMIS,-0.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
795,baddrt.de,POA TRIVIALIS,0.606666667,34.02187304,0.640983219,31.34075583,35.67170494,0.3048,0.173758288,601.5858444,0.167554532,0.587852808,PERENNIAL,GRASS,GRASS,
796,cdpt_drt.us,POLYGALA ALBA,1.5,21.24695066,0.102248705,NA,21.11936789,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
797,ukulingadrt.za,POLYGALA HOTTENTOTTA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
798,ebro.es,POLYGALA RUPESTRIS,0.191841222,10.58,0.15,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
799,allmendo.ch,POLYGALA VULGARIS,-0.125,21.94018231,0.172916667,NA,19.02952398,NA,NA,NA,NA,0.4,PERENNIAL,FORB,FORB,
800,allmendb.ch,POLYGALA VULGARIS,-0.583333333,21.94018231,0.172916667,NA,19.02952398,NA,NA,NA,NA,0.4,PERENNIAL,FORB,FORB,
801,kiskun.hu,POLYGONUM ARENARIUM,0.106,NA,0.1,NA,16.815,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
802,teshio.jp,POLYGONUM THUNBERGII,19.75,40.9,0.6,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
803,elvadrt.ee,POTENTILLA ANSERINA,-5,26.20897891,0.134,NA,18.49577993,0.42,NA,4.917822635,0.570124792,NA,PERENNIAL,FORB,FORB,
804,lygraold.no,POTENTILLA ERECTA,2.666666667,25.74581524,0.203633333,9.89,23.25978339,0.55,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
805,lygraint.no,POTENTILLA ERECTA,-0.333333334,25.74581524,0.203633333,9.89,23.25978339,0.55,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
806,allmendo.ch,POTENTILLA GRANDIFLORA,-0.666666667,22.50305872,0.173728571,NA,15.81420718,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
