"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group"
"159","ethadn.au","CALANDRINIA BALONENSIS",-5.3,NA,0.275,NA,7.11,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"160","capmcd.us","CALANDRINIA CILIATA",0,21.1,0.0254,NA,26.31594056,NA,0.3,212.5,0.0417,0.192159626,"ANNUAL","FORB","FORB"
"161","credoj.au","CALOTIS HISPIDULA",0,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"162","quilpie.au","CALOTIS HISPIDULA",0.5,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"163","cobar.au","CALOTIS LAPPULACEA",0.666666667,NA,0.5,NA,15.76,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"164","milparinka.au","CALOTIS PORPHYROGLOSSA",1,NA,0.33325,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"165","cowidrt.ca","CAMASSIA QUAMASH",4,13.2,0.70104,NA,12.08,0.254,4.83,NA,NA,NA,"PERENNIAL","GRASS","FORB"
"166","gmmolar.us","CAMISSONIA PALMERI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"167","kernnu.ca","CAMPANULA ROTUNDIFOLIA",0,21.08333333,0.452,10.4,18.59949234,1.105,0.141566667,9.643369802,0.169907407,0.776835528,"PERENNIAL","FORB","FORB"
"168","spvdrt.ar","CARDIONEMA RAMOSISSIMUM",0.666666667,NA,NA,NA,9.801,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"169","marcdrt.ar","CARDUUS ACANTHOIDES",1,17.22267499,1.075,NA,18.83333333,1.79,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"170","baddrt.de","CARDUUS CRISPUS",-0.5,NA,1.4625,NA,23.6,NA,NA,NA,NA,NA,"BIENNIAL","FORB","FORB"
"171","kernb.ca","CARDUUS NUTANS",0.75,33,1.15,NA,12.355,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"172","scruzl.us","CARDUUS PYCNOCEPHALUS",11.58399878,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB"
"173","scruzm.us","CARDUUS PYCNOCEPHALUS",-0.75648387,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB"
"174","scruzh.us","CARDUUS PYCNOCEPHALUS",30.5358948,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB"
"175","paike.ar","CAREX ANDINA",-0.666666667,16.8,0.04,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"176","hyide.de","CAREX ARENARIA",-1,19.12604168,0.384259259,NA,13.42542463,1.611656129,NA,NA,NA,0.226666667,"PERENNIAL","GRAMINOID","GRAMINOID"
"177","hoide.de","CAREX ARENARIA",2.22e-16,19.12604168,0.384259259,NA,13.42542463,1.611656129,NA,NA,NA,0.226666667,"PERENNIAL","GRAMINOID","GRAMINOID"
"178","falls.au","CAREX BREVICULMIS",-0.166666667,18.30157885,0.05,NA,14.60009466,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"179","konzadrt.us","CAREX BREVIOR",-1.9,45.32,0.254,NA,21.15675902,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"180","allmendo.ch","CAREX CARYOPHYLLEA",0.16666667,18,0.223333333,NA,19.74658333,0.2,0.0784,NA,NA,0.417249417,"PERENNIAL","GRAMINOID","GRAMINOID"
"181","allmendb.ch","CAREX CARYOPHYLLEA",-0.08333333,18,0.223333333,NA,19.74658333,0.2,0.0784,NA,NA,0.417249417,"PERENNIAL","GRAMINOID","GRAMINOID"
"182","passogavia.it","CAREX CURVULA",1.6,11.89013,0.16,NA,9.999104145,0.65,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"183","lygraint.no","CAREX ECHINATA",1,17.748,0.33305,NA,15.86833333,0.2032,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"184","lygraold.no","CAREX ECHINATA",-1.5,17.748,0.33305,NA,15.86833333,0.2032,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"185","cdpt_drt.us","CAREX FILIFOLIA",0.33333334,16.11,0.33528,NA,10.8070203,0.254,0.181971429,107.557439,0.510912698,NA,"PERENNIAL","GRASS","GRAMINOID"
"186","nplatte.us","CAREX FILIFOLIA",-1.625,16.11,0.33528,NA,10.8070203,0.254,0.181971429,107.557439,0.510912698,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"187","allmendo.ch","CAREX FLACCA",-3.25,17.07498081,0.37125,4.956666667,14.32237516,0.83,0.380313725,218.7926062,0.155758253,0.585603591,"PERENNIAL","GRAMINOID","GRAMINOID"
"188","allmendb.ch","CAREX FLACCA",0.125,17.07498081,0.37125,4.956666667,14.32237516,0.83,0.380313725,218.7926062,0.155758253,0.585603591,"PERENNIAL","GRAMINOID","GRAMINOID"
"189","falls.au","CAREX HEBES",-0.266666667,11.51554545,0.095,NA,19.09615385,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"190","cowidrt.ca","CAREX INOPS",0.25,NA,NA,NA,22.6,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"191","konzadrt.us","CAREX INOPS",-1.345,NA,NA,NA,22.6,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"192","konzadrt.us","CAREX MEADII",-0.666666667,19.185,0.2292,NA,12.74334258,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"193","teshio.jp","CAREX MIYABEI",-24.5,15.41765417,0.597916667,NA,18.07730668,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"194","lygraint.no","CAREX NIGRA",-2,24.40009307,0.388666667,6.648625922,20.2452221,0.56,0.2421,9.14,NA,0.3725,"PERENNIAL","GRAMINOID","GRAMINOID"
"195","lygraold.no","CAREX NIGRA",2.999999999,24.40009307,0.388666667,6.648625922,20.2452221,0.56,0.2421,9.14,NA,0.3725,"PERENNIAL","GRAMINOID","GRAMINOID"
"196","marcdrt.ar","CAREX PHALAROIDES",3,NA,0.21,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"197","lygraint.no","CAREX PILULIFERA",0.666666667,27.98325592,0.225625,NA,18.64867865,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"198","marcdrt.ar","CAREX SORORIA",-0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"199","allmendb.ch","CARLINA VULGARIS",-0.5,15.78260486,0.385,NA,22.08870347,0.87,0.246275926,322.3538749,0.082888022,0.863013699,"PERENNIAL","FORB","FORB"
"200","sand.us","CARPHEPHORUS BELLIDIFOLIUS",-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"201","falls.au","CELMISIA COSTINIANA",-1.66666667,6.1918,0.515,NA,9.655536667,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"202","kiskun.hu","CENTAUREA ARENARIA",0.275,NA,0.75,NA,14.153,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"203","allmendo.ch","CENTAUREA JACEA",1.666666667,25.06160617,0.8275,11.34202,23.24878232,0.155,0.328737037,116.6184597,0.133545753,0.480420665,"PERENNIAL","FORB","FORB"
"204","allmendb.ch","CENTAUREA JACEA",-0.416666666,25.06160617,0.8275,11.34202,23.24878232,0.155,0.328737037,116.6184597,0.133545753,0.480420665,"PERENNIAL","FORB","FORB"
"205","rhijn.nl","CENTAUREA JACEA",-24.5,25.06160617,0.8275,11.34202,23.24878232,0.155,0.328737037,116.6184597,0.133545753,0.480420665,"PERENNIAL","FORB","FORB"
"206","credom.au","CENTAUREA MELITENSIS",-0.5,19.1,1,NA,9.4,NA,NA,145.3592041,NA,NA,"ANNUAL","FORB","FORB"
"207","allmendo.ch","CENTAUREA SCABIOSA",-0.958333333,22.3,0.9625,NA,17.62416667,3.114125,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"208","allmendb.ch","CENTAUREA SCABIOSA",1.5,22.3,0.9625,NA,17.62416667,3.114125,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"209","marcdrt.ar","CENTAURIUM PULCHELLUM",-2.5,NA,0.106666667,NA,44.47,0.13,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"210","quilpie.au","CENTIPEDA CUNNINGHAMII",-5.166666667,NA,0.2,NA,18.1,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"211","jilpanger.au","Centrolepis ARISTATA",-0.4,19.7,0.065552756,NA,28.09236189,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"212","jilpanger.au","Centrolepis STRIGOSA",0,NA,0.073333333,NA,5.632,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"213","gmmolar.us","CENTROSTEGIA THURBERI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"214","ukulingadrt.za","CEPHALARIA PUNGENS",-9.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"215","credom.au","CEPHALIPTERUM DRUMMONDII",-19.5,NA,0.232098289,NA,37.28250084,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"216","credoj.au","CEPHALIPTERUM DRUMMONDII",0.5,NA,0.232098289,NA,37.28250084,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"217","matador.ca","CERASTIUM ARVENSE",-1,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"218","kernnu.ca","CERASTIUM ARVENSE",-0.25,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"219","kernb.ca","CERASTIUM ARVENSE",0.25,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"220","elvadrt.ee","CERASTIUM ARVENSE",0,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"221","paike.ar","CERASTIUM ARVENSE",0,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"222","cowidrt.ca","CERASTIUM ARVENSE",-0.5,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"223","brookdale.ca","CERASTIUM ARVENSE",-5,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"224","cmss.us","CERASTIUM ARVENSE",3,31.27074148,0.1244,12.13333333,16.77322585,0.22,0.188766667,44.40181564,0.486326636,0.1737,"PERENNIAL","FORB","FORB"
"225","rhijn.nl","CERASTIUM FONTANUM",-1,24.9755,0.218333333,8.721238939,28.16975131,NA,0.282,102.62,0.133299797,0.163756176,"PERENNIAL","FORB","FORB"
"226","cowidrt.ca","CERASTIUM GLOMERATUM",2,23.09807,0.249,14.7,23.38503171,0.11,NA,318,0.029222234,0.250771497,"ANNUAL","FORB","FORB"
"227","octc.us","CERATOCEPHALA TESTICULATA",-1.869447707,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"228","nnss.us","CHAENACTIS FREMONTII",-3.290888939,11,NA,3.35,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"229","capmcd.us","CHAENACTIS STEVIOIDES",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"230","gmmolar.us","CHAENACTIS STEVIOIDES",0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"231","falls.au","CHAEROPHYLLUM ERIOPODUM",-0.333333333,8.458818182,0.0872,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"232","sand.us","CHAMAECRISTA FASCICULATA",-1.5,22.89,0.73152,NA,23.78716578,0.3556,0.2980125,96.91819095,0.1612955,0.211841914,"ANNUAL","LEGUME","LEGUME"
"233","sand.us","CHAMAECRISTA NICTITANS",27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME"
"234","jilpanger.au","CHAMAESCILLA CORYMBOSA",-1,23,0.27,NA,63.13,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"235","cdpt_drt.us","CHENOPODIUM ALBUM",0,27.125,0.3325,8.8,15.34103501,1.125,0.230308403,52.97317748,0.330451196,0.205678834,"ANNUAL","FORB","FORB"
"236","jrnchi.us","CHONDROSUM ERIOPODUM",-4.635276483,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"237","sevmixed.us","CHONDROSUM ERIOPODUM",-10.55714286,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"238","sevblue.us","CHONDROSUM ERIOPODUM",-13.86666667,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"239","sevblack.us","CHONDROSUM ERIOPODUM",-13.39999999,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"240","jorndrt.us","CHONDROSUM ERIOPODUM",5.33333332,NA,0.6096,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"241","sevmixed.us","CHONDROSUM GRACILE",-2.291666667,14.5595868,0.202828111,NA,15.34680195,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"242","sevblue.us","CHONDROSUM GRACILE",-0.822857131,14.5595868,0.202828111,NA,15.34680195,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"243","nnss.us","CHORIZANTHE BREVICORNU",-0.24454676,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"244","capwhite.us","CHORIZANTHE BREVICORNU",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"245","nnss.us","CHORIZANTHE RIGIDA",0.087130633,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"246","jilpanger.au","CHRYSOCEPHALUM APICULATUM",9,27.1,0.46919,NA,16.46764897,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"247","milparinka.au","CHRYSOCEPHALUM APICULATUM",3,27.1,0.46919,NA,16.46764897,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"248","sand.us","CHRYSOPSIS MARIANA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"249","nnss.us","CHYLISMIA CLAVIFORMIS",0.0437756,35.4,NA,NA,13,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"250","kernnu.ca","CIRSIUM ARVENSE",-3.083333334,29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,"PERENNIAL","FORB","FORB"
"251","kernb.ca","CIRSIUM ARVENSE",-3.25,29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,"PERENNIAL","FORB","FORB"
"252","baddrt.de","CIRSIUM ARVENSE",-2.077777778,29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,"PERENNIAL","FORB","FORB"
"253","brookdale.ca","CIRSIUM ARVENSE",0.400000003,29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,"PERENNIAL","FORB","FORB"
"254","esw.ca","CIRSIUM ARVENSE",0.5,29.75611991,0.15,8.15,21.12,1.4125,0.70945,119.9058435,0.244438578,0.294068165,"PERENNIAL","FORB","FORB"
"255","scruzl.us","CIRSIUM VULGARE",16.6156689,25,0.093333333,NA,16.6,2.1,0.7469,68.1803406,0.269166667,0.728135419,"PERENNIAL","FORB","FORB"
"256","cowidrt.ca","CLAYTONIA PERFOLIATA",10.16666667,38.9,0.222866667,NA,49.05439294,0.1524,NA,NA,NA,NA,"BOTH","FORB","FORB"
"257","paike.ar","CLINOPODIUM DARWINII",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"258","oreaa.us","COLLINSIA PARVIFLORA",-0.5,19.6,0.3048,NA,32.3,0.1524,0.28,NA,NA,NA,"ANNUAL","FORB","FORB"
"259","oreac.us","COLLINSIA PARVIFLORA",0.4,19.6,0.3048,NA,32.3,0.1524,0.28,NA,NA,NA,"ANNUAL","FORB","FORB"
"260","oreac.us","COLLOMIA GRANDIFLORA",-1.583333333,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"261","oreac.us","COLLOMIA LINEARIS",0,NA,0.2075,NA,19.77,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"262","cedarsav.us","COMANDRA UMBELLATA",-3.4,21.0594,0.2372,9.466666667,9.721037223,NA,0.321385714,7.264572444,0.334821433,NA,"PERENNIAL","FORB","FORB"
"263","matador.ca","COMANDRA UMBELLATA",-2.75,21.0594,0.2372,9.466666667,9.721037223,NA,0.321385714,7.264572444,0.334821433,NA,"PERENNIAL","FORB","FORB"
"264","ukulingadrt.za","COMMELINA AFRICANA",-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"265","yarradrt.au","COMMELINA CYANEA",2.17,30.634,0.1,NA,34.85,NA,0.528,NA,NA,NA,"PERENNIAL","FORB","FORB"
"266","kiskun.hu","CONYZA CANADENSIS",-0.285,27.9,0.836805556,NA,20.31163266,0.1524,NA,NA,0.09,NA,"ANNUAL","FORB","FORB"
"267","cedarsav.us","COREOPSIS PALMATA",-15.83333333,12.06502778,0.614,18.5591,21.43406868,NA,0.33,82.33333333,0.1,0.41125,"PERENNIAL","FORB","FORB"
"268","cedartrait.us","COREOPSIS PALMATA",-3.75,12.06502778,0.614,18.5591,21.43406868,NA,0.33,82.33333333,0.1,0.41125,"PERENNIAL","FORB","FORB"
"269","cdpt_drt.us","COREOPSIS TINCTORIA",-1,14.706,0.55245,12.72946239,14.36677923,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"270","cerrillos.ar","COTTEA PAPPOPHOROIDES",-6.876666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"271","ukulingadrt.za","CRABBEA HIRSUTA",-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"272","ukulingadrt.za","CRABBEA SQUARROSA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"273","brokenh.au","CRASSULA COLORATA",0,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"274","cobar.au","CRASSULA COLORATA",0.666666667,NA,0.1,NA,42.24399652,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"275","allmendb.ch","CREPIS BIENNIS",-1.5,18.28,0.2,10.22761651,19.04,0.99,0.425214286,154.7062535,0.113427835,0.637934928,"PERENNIAL","FORB","FORB"
"276","baddrt.de","CREPIS BIENNIS",-9.657142857,18.28,0.2,10.22761651,19.04,0.99,0.425214286,154.7062535,0.113427835,0.637934928,"BIENNIAL","FORB","FORB"
"277","baddrt.de","CREPIS CAPILLARIS",5.538888889,27.04610667,0.458333333,10.7,33.48841078,0.385,NA,NA,NA,0.316068001,"ANNUAL","FORB","FORB"
"278","kiskun.hu","CREPIS FOETIDA",-0.308,17.2,0.27525,14.175,20.14985816,NA,0.280689138,296.13,0.072,NA,"PERENNIAL","FORB","FORB"
"279","ukulingadrt.za","CROTALARIA MICROCARPA",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","LEGUME","LEGUME"
"280","jrnchi.us","CROTON POTTSII",1.466715789,NA,NA,NA,NA,1.593333333,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"281","nnss.us","CRYPTANTHA CIRCUMSCISSA",-1.01109512,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"282","gmgranite.us","CRYPTANTHA CIRCUMSCISSA",-0.208333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"283","gmmolar.us","CRYPTANTHA CIRCUMSCISSA",0.14047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"284","nnss.us","CRYPTANTHA INTERMEDIA",-0.80954593,NA,0.026,NA,23.56545799,NA,NA,NA,0.14095,0.12111937,"ANNUAL","FORB","FORB"
"285","nnss.us","CRYPTANTHA PTEROCARYA",0.42055291,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"286","gmmolar.us","CRYPTANTHA PTEROCARYA",0.376190476,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"287","gmgranite.us","CRYPTANTHA PTEROCARYA",0,NA,NA,0.9,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"288","credom.au","CUSCUTA PLANIFLORA",0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"289","credoj.au","CUSCUTA PLANIFLORA",-0.375,NA,0.4,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"290","marcdrt.ar","CYCLOSPERMUM LEPTOPHYLLUM",0,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"291","ukulingadrt.za","CYMBOPOGON CAESIUS",-4.666666667,17.34,0.838,NA,19.20917573,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"292","nplatte.us","CYMOPTERUS GLOMERATUS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"293","sclaudio.ar","CYNODON DACTYLON",-2.333333333,16.887,0.235788519,NA,16.61,0.3556,0.714,NA,0.02479,0.341958012,"PERENNIAL","GRASS","GRASS"
"294","yarradrt.au","CYNODON DACTYLON",2.95,16.887,0.235788519,NA,16.61,0.3556,0.714,NA,0.02479,0.341958012,"PERENNIAL","GRASS","GRASS"
"295","rhijn.nl","CYNOSURUS CRISTATUS",-4.333333333,23.43756154,0.588,8.984294197,24.18157407,0.22,0.200318519,360.0166897,0.229,0.499845166,"PERENNIAL","GRASS","GRASS"
"296","brookdale.ca","CYPRIPEDIUM PARVIFLORUM",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"297","cowidrt.ca","DACTYLIS GLOMERATA",5.1,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,"PERENNIAL","GRASS","GRASS"
"298","rhijn.nl","DACTYLIS GLOMERATA",4.16666667,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,"PERENNIAL","GRASS","GRASS"
"299","elvadrt.ee","DACTYLIS GLOMERATA",1.66666667,20.01241462,0.2225,3.95,45.99,0.3048,0.422325,29.04686668,0.157828901,0.484069109,"PERENNIAL","GRASS","GRASS"
"300","lygraint.no","DACTYLORHIZA MACULATA",0,22.6,0.6,NA,24.63833333,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"301","cedartrait.us","DALEA VILLOSA",4.416666663,24.47326055,0.514,11.2,9.00090009,1.524,NA,NA,NA,NA,"PERENNIAL","FORB","LEGUME"
"302","scruzh.us","DANTHONIA CALIFORNICA",9.76244709,NA,0.6096,NA,8.937044145,0.4064,NA,NA,NA,NA,"PERENNIAL","FORB","GRASS"
"303","esw.ca","DAUCUS CAROTA",2,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,"BIENNIAL","FORB","FORB"
"304","elvadrt.ee","DAUCUS CAROTA",0,23.75644602,0.487097662,12.75277167,17.82232194,0.8925,0.314314803,244.5257138,0.077,0.569956278,"BIENNIAL","FORB","FORB"
"305","cowidrt.ca","DELPHINIUM MENZIESII",-1.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"306","paike.ar","DESCHAMPSIA CESPITOSA",0,19.38145224,0.623466667,9.504294333,15.23396119,1.23,0.206048414,364.9892355,0.24,0.463646707,"PERENNIAL","GRASS","GRASS"
"307","hyide.de","DESCHAMPSIA FLEXUOSA",-1,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,"PERENNIAL","GRASS","GRASS"
"308","lygraint.no","DESCHAMPSIA FLEXUOSA",1.5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,"PERENNIAL","GRASS","GRASS"
"309","hoide.de","DESCHAMPSIA FLEXUOSA",-5,21.14852266,0.40801415,6.90123,17.70866263,0.2032,0.233751852,196.6766667,0.410694171,0.357471274,"PERENNIAL","GRASS","GRASS"
"310","nnss.us","DESCURAINIA PINNATA",-0.896186118,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"311","gmgranite.us","DESCURAINIA PINNATA",-1.5,NA,0.6,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"312","purdue.us","DESMODIUM ILLINOENSE",0.32142857,28.39,0.32,NA,17.35283469,NA,0.2997,137.82,0.263301,NA,"PERENNIAL","LEGUME","LEGUME"
"313","kiskun.hu","DIANTHUS SEROTINUS",-6.25,NA,0.5,NA,8.608,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"314","cdpt_drt.us","DICHANTHELIUM OLIGOSANTHES",-3.25,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"315","konzadrt.us","DICHANTHELIUM OLIGOSANTHES",0.2,12.8,NA,NA,23.2764706,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"316","yarradrt.au","DICHELACHNE CRINITA",0.1,NA,0.8592625,NA,13.22275953,NA,0.51,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"317","capmcd.us","DICHELOSTEMMA CAPITATUM",0,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"318","gmmolar.us","DICHELOSTEMMA CAPITATUM",0.083333333,22.2,0.483,NA,12.41345668,0.1,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"319","jilpanger.au","DICHOPOGON STRICTUS",0.116666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"320","ukulingadrt.za","DIHETEROPOGON AMPLECTENS",-0.66666667,NA,1.8,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
